Title,Date,Language,Author,MGender,CGender,NGender,journal,publisher,topics
Care pathways for dementia: current perspectives,2014-11-01,English,Kritika Samsi,female,female,female,Clinical Interventions in Aging,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Care pathways for dementia: current perspectives,2014-11-01,English,Jill ManthorpeSocial,female,female,female,Clinical Interventions in Aging,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Cytotoxicity and antibacterial activity of gold-supported cerium oxide nanoparticles,2014-11-01,English,K Suresh,unknown,unknown,unknown,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Cytotoxicity and antibacterial activity of gold-supported cerium oxide nanoparticles,2014-11-01,English,misparsed,unknown,unknown,misparsed,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Cytotoxicity and antibacterial activity of gold-supported cerium oxide nanoparticles,2014-11-01,English,misparsed,unknown,unknown,misparsed,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Cytotoxicity and antibacterial activity of gold-supported cerium oxide nanoparticles,2014-11-01,English,TH Kao,unknown,unknown,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Cytotoxicity and antibacterial activity of gold-supported cerium oxide nanoparticles,2014-11-01,English,B Stephen,unknown,unknown,unknown,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Cytotoxicity and antibacterial activity of gold-supported cerium oxide nanoparticles,2014-11-01,English,BH Chen2,unknown,unknown,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Impact of extrafine formulations of inhaled corticosteroids/long-acting beta-2 agonist combinations on patient-related outcomes in asthma and COPD,2014-11-01,English,Nicola Scichilone,unknown,female,male,Patient Related Outcome Measures,Dove Press,"['Public aspects of medicine', 'RA1-1270', 'Medicine', 'R']"
Impact of extrafine formulations of inhaled corticosteroids/long-acting beta-2 agonist combinations on patient-related outcomes in asthma and COPD,2014-11-01,English,Alida Benfante,female,female,female,Patient Related Outcome Measures,Dove Press,"['Public aspects of medicine', 'RA1-1270', 'Medicine', 'R']"
Impact of extrafine formulations of inhaled corticosteroids/long-acting beta-2 agonist combinations on patient-related outcomes in asthma and COPD,2014-11-01,English,Luca Morandi,unknown,male,male,Patient Related Outcome Measures,Dove Press,"['Public aspects of medicine', 'RA1-1270', 'Medicine', 'R']"
Impact of extrafine formulations of inhaled corticosteroids/long-acting beta-2 agonist combinations on patient-related outcomes in asthma and COPD,2014-11-01,English,Federico Bellini,male,male,male,Patient Related Outcome Measures,Dove Press,"['Public aspects of medicine', 'RA1-1270', 'Medicine', 'R']"
Impact of extrafine formulations of inhaled corticosteroids/long-acting beta-2 agonist combinations on patient-related outcomes in asthma and COPD,2014-11-01,English,Alberto Papi21Biomedical,male,male,male,Patient Related Outcome Measures,Dove Press,"['Public aspects of medicine', 'RA1-1270', 'Medicine', 'R']"
"BP-C1 in the treatment of patients with stage IV breast cancer: a randomized, double-blind, placebo-controlled multicenter study and an additional open-label treatment phase",2014-11-01,English,Stig Larsen,male,male,male,Breast Cancer : Targets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"BP-C1 in the treatment of patients with stage IV breast cancer: a randomized, double-blind, placebo-controlled multicenter study and an additional open-label treatment phase",2014-11-01,English,Kritiya Butthongkomvong,unknown,unknown,female,Breast Cancer : Targets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"BP-C1 in the treatment of patients with stage IV breast cancer: a randomized, double-blind, placebo-controlled multicenter study and an additional open-label treatment phase",2014-11-01,English,Alexey Manikhas,unknown,male,male,Breast Cancer : Targets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"BP-C1 in the treatment of patients with stage IV breast cancer: a randomized, double-blind, placebo-controlled multicenter study and an additional open-label treatment phase",2014-11-01,English,Ekaterina Trishkina,female,female,female,Breast Cancer : Targets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"BP-C1 in the treatment of patients with stage IV breast cancer: a randomized, double-blind, placebo-controlled multicenter study and an additional open-label treatment phase",2014-11-01,English,Elena Poddubuskaya,female,female,female,Breast Cancer : Targets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"BP-C1 in the treatment of patients with stage IV breast cancer: a randomized, double-blind, placebo-controlled multicenter study and an additional open-label treatment phase",2014-11-01,English,Marina Matrosova,female,female,female,Breast Cancer : Targets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"BP-C1 in the treatment of patients with stage IV breast cancer: a randomized, double-blind, placebo-controlled multicenter study and an additional open-label treatment phase",2014-11-01,English,Vichien Srimuninnimit,unknown,unknown,male,Breast Cancer : Targets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
"BP-C1 in the treatment of patients with stage IV breast cancer: a randomized, double-blind, placebo-controlled multicenter study and an additional open-label treatment phase",2014-11-01,English,Steen Lindk&amp;aelig;r-Jensen81Department,male,male,male,Breast Cancer : Targets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Cytologic surveillance versus immediate colposcopy for women with a cervical smear diagnosis of low-grade squamous intraepithelial lesion in a poor setting in Nigeria,2014-11-01,English,LO Ajah,unknown,unknown,male,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Cytologic surveillance versus immediate colposcopy for women with a cervical smear diagnosis of low-grade squamous intraepithelial lesion in a poor setting in Nigeria,2014-11-01,English,CO Chigbu,unknown,unknown,male,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Cytologic surveillance versus immediate colposcopy for women with a cervical smear diagnosis of low-grade squamous intraepithelial lesion in a poor setting in Nigeria,2014-11-01,English,HE Onah,unknown,unknown,male,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Cytologic surveillance versus immediate colposcopy for women with a cervical smear diagnosis of low-grade squamous intraepithelial lesion in a poor setting in Nigeria,2014-11-01,English,CA Iyoke,unknown,unknown,male,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Cytologic surveillance versus immediate colposcopy for women with a cervical smear diagnosis of low-grade squamous intraepithelial lesion in a poor setting in Nigeria,2014-11-01,English,OL Lawani,unknown,unknown,male,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Cytologic surveillance versus immediate colposcopy for women with a cervical smear diagnosis of low-grade squamous intraepithelial lesion in a poor setting in Nigeria,2014-11-01,English,PO Ezeonu2,male,unknown,male,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Continuation of bevacizumab and addition of hormone therapy following weekly paclitaxel therapy in HER2-negative metastatic breast cancer,2014-11-01,English,misparsed,unknown,unknown,misparsed,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Continuation of bevacizumab and addition of hormone therapy following weekly paclitaxel therapy in HER2-negative metastatic breast cancer,2014-11-01,English,Virginia Mart&amp;iacute;nez,female,female,female,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Continuation of bevacizumab and addition of hormone therapy following weekly paclitaxel therapy in HER2-negative metastatic breast cancer,2014-11-01,English,Pilar Zamora,unknown,female,female,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Continuation of bevacizumab and addition of hormone therapy following weekly paclitaxel therapy in HER2-negative metastatic breast cancer,2014-11-01,English,Beatriz Castelo,female,female,female,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Continuation of bevacizumab and addition of hormone therapy following weekly paclitaxel therapy in HER2-negative metastatic breast cancer,2014-11-01,English,Alvaro Pinto,male,male,male,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Continuation of bevacizumab and addition of hormone therapy following weekly paclitaxel therapy in HER2-negative metastatic breast cancer,2014-11-01,English,Patricia Cruz,female,female,female,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Continuation of bevacizumab and addition of hormone therapy following weekly paclitaxel therapy in HER2-negative metastatic breast cancer,2014-11-01,English,Oliver Higuera,male,male,male,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Continuation of bevacizumab and addition of hormone therapy following weekly paclitaxel therapy in HER2-negative metastatic breast cancer,2014-11-01,English,Marta Mendiola,female,female,female,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Continuation of bevacizumab and addition of hormone therapy following weekly paclitaxel therapy in HER2-negative metastatic breast cancer,2014-11-01,English,David Hardisson,male,male,male,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Continuation of bevacizumab and addition of hormone therapy following weekly paclitaxel therapy in HER2-negative metastatic breast cancer,2014-11-01,English,Enrique Espinosa11Medical,male,male,male,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
A case report of a pregnancy-related death caused by primary antiphospholipid antibody syndrome,2014-11-01,English,Yingjian Sun,unknown,unknown,male,International Medical Case Reports Journal,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
A case report of a pregnancy-related death caused by primary antiphospholipid antibody syndrome,2014-11-01,English,Manhua Cui,unknown,unknown,male,International Medical Case Reports Journal,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
A case report of a pregnancy-related death caused by primary antiphospholipid antibody syndrome,2014-11-01,English,Wanan Zhu,unknown,female,male,International Medical Case Reports Journal,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
A case report of a pregnancy-related death caused by primary antiphospholipid antibody syndrome,2014-11-01,English,Weiling Xu,unknown,female,unknown,International Medical Case Reports Journal,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
A case report of a pregnancy-related death caused by primary antiphospholipid antibody syndrome,2014-11-01,English,Na Li2,unknown,female,female,International Medical Case Reports Journal,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
"Enantiomer-selective pharmacokinetics, oral bioavailability, and sex effects of various alpha-lipoic acid dosage forms",2014-11-01,English,Robert Hermann,male,male,male,Clinical Pharmacology : Advances and Applications,Dove Press,"['\n', 'Therapeutics. Pharmacology', 'RM1-950', 'Medicine', 'R']"
"Enantiomer-selective pharmacokinetics, oral bioavailability, and sex effects of various alpha-lipoic acid dosage forms",2014-11-01,English,Julius Mungo,male,male,male,Clinical Pharmacology : Advances and Applications,Dove Press,"['\n', 'Therapeutics. Pharmacology', 'RM1-950', 'Medicine', 'R']"
"Enantiomer-selective pharmacokinetics, oral bioavailability, and sex effects of various alpha-lipoic acid dosage forms",2014-11-01,English,Peter J&amp;uuml;rgen,male,male,male,Clinical Pharmacology : Advances and Applications,Dove Press,"['\n', 'Therapeutics. Pharmacology', 'RM1-950', 'Medicine', 'R']"
"Enantiomer-selective pharmacokinetics, oral bioavailability, and sex effects of various alpha-lipoic acid dosage forms",2014-11-01,English,Dan Ziegler3,male,male,male,Clinical Pharmacology : Advances and Applications,Dove Press,"['\n', 'Therapeutics. Pharmacology', 'RM1-950', 'Medicine', 'R']"
Accuracy of corneal trephination depth using the Moria single-use adjustable depth vacuum trephine system,2014-11-01,English,Carlton R,male,male,male,Clinical Ophthalmology,Dove Press,"['Ophthalmology', 'RE1-994', 'Medicine', 'R']"
Accuracy of corneal trephination depth using the Moria single-use adjustable depth vacuum trephine system,2014-11-01,English,Adam J,male,male,male,Clinical Ophthalmology,Dove Press,"['Ophthalmology', 'RE1-994', 'Medicine', 'R']"
Accuracy of corneal trephination depth using the Moria single-use adjustable depth vacuum trephine system,2014-11-01,English,trephination angle,unknown,unknown,female,Clinical Ophthalmology,Dove Press,"['Ophthalmology', 'RE1-994', 'Medicine', 'R']"
Scleral melt following Retisert intravitreal fluocinolone implant,2014-11-01,English,Ilias Georgalas,male,male,male,Drug Design,Dove Press,"['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']"
Scleral melt following Retisert intravitreal fluocinolone implant,2014-11-01,English,Chrysanthi Koutsandrea,unknown,female,female,Drug Design,Dove Press,"['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']"
Scleral melt following Retisert intravitreal fluocinolone implant,2014-11-01,English,Dimitrios Papaconstantinou,male,male,male,Drug Design,Dove Press,"['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']"
Scleral melt following Retisert intravitreal fluocinolone implant,2014-11-01,English,Dimitrios Mpouritis,male,male,male,Drug Design,Dove Press,"['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']"
Scleral melt following Retisert intravitreal fluocinolone implant,2014-11-01,English,Petros Petrou1,male,male,male,Drug Design,Dove Press,"['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']"
A novel diblock copolymer of (monomethoxy poly [ethylene glycol]-oleate) with a small hydrophobic fraction to make stable micelles/polymersomes for curcumin delivery to cancer cells,"
",English,Vahid Erfani-Moghadam,male,male,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
A novel diblock copolymer of (monomethoxy poly [ethylene glycol]-oleate) with a small hydrophobic fraction to make stable micelles/polymersomes for curcumin delivery to cancer cells,"
",English,Alireza Nomani,male,male,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
A novel diblock copolymer of (monomethoxy poly [ethylene glycol]-oleate) with a small hydrophobic fraction to make stable micelles/polymersomes for curcumin delivery to cancer cells,"
",English,Mina Zamani,unknown,female,female,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
A novel diblock copolymer of (monomethoxy poly [ethylene glycol]-oleate) with a small hydrophobic fraction to make stable micelles/polymersomes for curcumin delivery to cancer cells,"
",English,Yaghoub Yazdani,unknown,male,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
A novel diblock copolymer of (monomethoxy poly [ethylene glycol]-oleate) with a small hydrophobic fraction to make stable micelles/polymersomes for curcumin delivery to cancer cells,"
",English,Farhood Najafi,unknown,unknown,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
A novel diblock copolymer of (monomethoxy poly [ethylene glycol]-oleate) with a small hydrophobic fraction to make stable micelles/polymersomes for curcumin delivery to cancer cells,"
",English,Majid Sadeghizadeh1,male,male,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Injectable long-acting systems for&amp;nbsp;Radix Ophiopogonis polysaccharide based on&amp;nbsp;mono-PEGylation and in situ formation of&amp;nbsp;a&amp;nbsp;PLGA depot,2014-11-01,English,XiaoLi Shi,unknown,female,unknown,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Injectable long-acting systems for&amp;nbsp;Radix Ophiopogonis polysaccharide based on&amp;nbsp;mono-PEGylation and in situ formation of&amp;nbsp;a&amp;nbsp;PLGA depot,2014-11-01,English,Xiao Lin,unknown,female,unknown,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Injectable long-acting systems for&amp;nbsp;Radix Ophiopogonis polysaccharide based on&amp;nbsp;mono-PEGylation and in situ formation of&amp;nbsp;a&amp;nbsp;PLGA depot,2014-11-01,English,XiangWei Zheng,unknown,male,unknown,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Injectable long-acting systems for&amp;nbsp;Radix Ophiopogonis polysaccharide based on&amp;nbsp;mono-PEGylation and in situ formation of&amp;nbsp;a&amp;nbsp;PLGA depot,2014-11-01,English,Yi Feng,unknown,female,unknown,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Injectable long-acting systems for&amp;nbsp;Radix Ophiopogonis polysaccharide based on&amp;nbsp;mono-PEGylation and in situ formation of&amp;nbsp;a&amp;nbsp;PLGA depot,2014-11-01,English,Lan Shen1,unknown,female,female,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Adverse events in diabetic foot infections: a case control study comparing early versus delayed medical treatment after home remedies,2014-11-01,English,Shamir O,unknown,male,male,Risk Management and Healthcare Policy,Dove Press,"['Public aspects of medicine', 'RA1-1270', 'Medicine', 'R']"
Adverse events in diabetic foot infections: a case control study comparing early versus delayed medical treatment after home remedies,2014-11-01,English,Patrick Harnarayan,male,male,male,Risk Management and Healthcare Policy,Dove Press,"['Public aspects of medicine', 'RA1-1270', 'Medicine', 'R']"
Adverse events in diabetic foot infections: a case control study comparing early versus delayed medical treatment after home remedies,2014-11-01,English,Shariful Islam,unknown,unknown,male,Risk Management and Healthcare Policy,Dove Press,"['Public aspects of medicine', 'RA1-1270', 'Medicine', 'R']"
Adverse events in diabetic foot infections: a case control study comparing early versus delayed medical treatment after home remedies,2014-11-01,English,Steve Budhooram,male,male,male,Risk Management and Healthcare Policy,Dove Press,"['Public aspects of medicine', 'RA1-1270', 'Medicine', 'R']"
Adverse events in diabetic foot infections: a case control study comparing early versus delayed medical treatment after home remedies,2014-11-01,English,Shivaa Ramsewak,unknown,male,male,Risk Management and Healthcare Policy,Dove Press,"['Public aspects of medicine', 'RA1-1270', 'Medicine', 'R']"
Adverse events in diabetic foot infections: a case control study comparing early versus delayed medical treatment after home remedies,2014-11-01,English,Vijay Naraynsingh,male,male,male,Risk Management and Healthcare Policy,Dove Press,"['Public aspects of medicine', 'RA1-1270', 'Medicine', 'R']"
Surface characteristics of and in vitro behavior of osteoblast-like cells on titanium with nanotopography prepared by high-energy shot peening,2014-11-01,English,Zhennan Deng,unknown,female,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Surface characteristics of and in vitro behavior of osteoblast-like cells on titanium with nanotopography prepared by high-energy shot peening,2014-11-01,English,Baodi Yin,unknown,unknown,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Surface characteristics of and in vitro behavior of osteoblast-like cells on titanium with nanotopography prepared by high-energy shot peening,2014-11-01,English,Xiaoguang Liu,unknown,unknown,unknown,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Surface characteristics of and in vitro behavior of osteoblast-like cells on titanium with nanotopography prepared by high-energy shot peening,2014-11-01,English,Xiaoguang Liu,unknown,unknown,unknown,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Surface characteristics of and in vitro behavior of osteoblast-like cells on titanium with nanotopography prepared by high-energy shot peening,2014-11-01,English,Jingyuan Yang,unknown,unknown,unknown,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Surface characteristics of and in vitro behavior of osteoblast-like cells on titanium with nanotopography prepared by high-energy shot peening,2014-11-01,English,Tieli Zheng,unknown,male,female,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Surface characteristics of and in vitro behavior of osteoblast-like cells on titanium with nanotopography prepared by high-energy shot peening,2014-11-01,English,Dafeng Zhang,unknown,unknown,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Surface characteristics of and in vitro behavior of osteoblast-like cells on titanium with nanotopography prepared by high-energy shot peening,2014-11-01,English,Haiyang Yu,unknown,female,female,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Surface characteristics of and in vitro behavior of osteoblast-like cells on titanium with nanotopography prepared by high-energy shot peening,2014-11-01,English,Xiaoguang Liu,unknown,unknown,unknown,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Surface characteristics of and in vitro behavior of osteoblast-like cells on titanium with nanotopography prepared by high-energy shot peening,2014-11-01,English,Jianfeng Ma1,unknown,male,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Management of adult diabetic ketoacidosis,2014-11-01,English,Viktor Rosival,male,male,male,Diabetes,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Lisdexamfetamine prodrug activation by peptidase-mediated hydrolysis in the cytosol of&amp;nbsp;red blood cells,2014-11-01,English,Johannah Sharman,female,female,female,Neuropsychiatric Disease and Treatment,Dove Press,"['Neurosciences. Biological psychiatry. Neuropsychiatry', 'RC321-571', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Lisdexamfetamine prodrug activation by peptidase-mediated hydrolysis in the cytosol of&amp;nbsp;red blood cells,2014-11-01,English,Michael Pennick,male,male,male,Neuropsychiatric Disease and Treatment,Dove Press,"['Neurosciences. Biological psychiatry. Neuropsychiatry', 'RC321-571', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Isolated posterior capsular rupture following blunt head trauma,2014-11-01,English,Ahmad M,male,male,male,Clinical Ophthalmology,Dove Press,"['Ophthalmology', 'RE1-994', 'Medicine', 'R']"
Isolated posterior capsular rupture following blunt head trauma,2014-11-01,English,Mahmoud O,male,male,male,Clinical Ophthalmology,Dove Press,"['Ophthalmology', 'RE1-994', 'Medicine', 'R']"
Isolated posterior capsular rupture following blunt head trauma,2014-11-01,English,Rola N,female,female,female,Clinical Ophthalmology,Dove Press,"['Ophthalmology', 'RE1-994', 'Medicine', 'R']"
Isolated posterior capsular rupture following blunt head trauma,2014-11-01,English,Fadi C,male,male,male,Clinical Ophthalmology,Dove Press,"['Ophthalmology', 'RE1-994', 'Medicine', 'R']"
Doxorubicin-conjugated bacteriophages carrying anti-MHC class I chain-related A for targeted cancer therapy in vitro,2014-11-01,English,Achara Phumyen,unknown,female,female,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Doxorubicin-conjugated bacteriophages carrying anti-MHC class I chain-related A for targeted cancer therapy in vitro,2014-11-01,English,Siriporn Jantasorn,unknown,female,female,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Doxorubicin-conjugated bacteriophages carrying anti-MHC class I chain-related A for targeted cancer therapy in vitro,2014-11-01,English,Amonrat Jumnainsong,unknown,female,female,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Doxorubicin-conjugated bacteriophages carrying anti-MHC class I chain-related A for targeted cancer therapy in vitro,2014-11-01,English,Chanvit Leelayuwat1&amp;ndash;4,unknown,unknown,male,OncoTargets and Therapy,Dove Press,"['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']"
CCL19 and CCL21 modulate the inflammatory milieu in atherosclerotic lesions,2014-11-01,English,Hamidreza Akhavanpoor,unknown,male,male,Drug Design,Dove Press,"['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']"
CCL19 and CCL21 modulate the inflammatory milieu in atherosclerotic lesions,2014-11-01,English,Christian A,unknown,male,male,Drug Design,Dove Press,"['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']"
CCL19 and CCL21 modulate the inflammatory milieu in atherosclerotic lesions,2014-11-01,English,Stephanie Gorbatsch,female,female,female,Drug Design,Dove Press,"['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']"
CCL19 and CCL21 modulate the inflammatory milieu in atherosclerotic lesions,2014-11-01,English,Andreas O,male,male,male,Drug Design,Dove Press,"['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']"
CCL19 and CCL21 modulate the inflammatory milieu in atherosclerotic lesions,2014-11-01,English,Hamidreza Akhavanpoor,unknown,male,male,Drug Design,Dove Press,"['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']"
CCL19 and CCL21 modulate the inflammatory milieu in atherosclerotic lesions,2014-11-01,English,Susanne Wangler,female,female,female,Drug Design,Dove Press,"['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']"
CCL19 and CCL21 modulate the inflammatory milieu in atherosclerotic lesions,2014-11-01,English,Frederik Jahn,male,male,male,Drug Design,Dove Press,"['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']"
CCL19 and CCL21 modulate the inflammatory milieu in atherosclerotic lesions,2014-11-01,English,Felix Lasitschka,male,male,male,Drug Design,Dove Press,"['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']"
