"","Title","Date","Language","Author","MGender","CGender","journal","publisher","topics","RGender"
"214","Cytotoxicity and antibacterial activity of gold-supported cerium oxide nanoparticles","2014-11-01","English","K","unknown","unknown","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"215","Cytotoxicity and antibacterial activity of gold-supported cerium oxide nanoparticles","2014-11-01","English","misparsed","unknown","unknown","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"216","Cytotoxicity and antibacterial activity of gold-supported cerium oxide nanoparticles","2014-11-01","English","misparsed","unknown","unknown","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"217","Cytotoxicity and antibacterial activity of gold-supported cerium oxide nanoparticles","2014-11-01","English","TH","unknown","unknown","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"218","Cytotoxicity and antibacterial activity of gold-supported cerium oxide nanoparticles","2014-11-01","English","B","unknown","unknown","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"219","Cytotoxicity and antibacterial activity of gold-supported cerium oxide nanoparticles","2014-11-01","English","BH","unknown","unknown","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"220","Impact of extrafine formulations of inhaled corticosteroids/long-acting beta-2 agonist combinations on patient-related outcomes in asthma and COPD","2014-11-01","English","Nicola","unknown","female","Patient Related Outcome Measures","Dove Press","['Public aspects of medicine', 'RA1-1270', 'Medicine', 'R']","female"
"221","Impact of extrafine formulations of inhaled corticosteroids/long-acting beta-2 agonist combinations on patient-related outcomes in asthma and COPD","2014-11-01","English","Alida","female","female","Patient Related Outcome Measures","Dove Press","['Public aspects of medicine', 'RA1-1270', 'Medicine', 'R']","female"
"222","Impact of extrafine formulations of inhaled corticosteroids/long-acting beta-2 agonist combinations on patient-related outcomes in asthma and COPD","2014-11-01","English","Luca","unknown","male","Patient Related Outcome Measures","Dove Press","['Public aspects of medicine', 'RA1-1270', 'Medicine', 'R']","male"
"223","Impact of extrafine formulations of inhaled corticosteroids/long-acting beta-2 agonist combinations on patient-related outcomes in asthma and COPD","2014-11-01","English","Federico","male","male","Patient Related Outcome Measures","Dove Press","['Public aspects of medicine', 'RA1-1270', 'Medicine', 'R']","male"
"224","Impact of extrafine formulations of inhaled corticosteroids/long-acting beta-2 agonist combinations on patient-related outcomes in asthma and COPD","2014-11-01","English","Alberto","male","male","Patient Related Outcome Measures","Dove Press","['Public aspects of medicine', 'RA1-1270', 'Medicine', 'R']","male"
"225","BP-C1 in the treatment of patients with stage IV breast cancer: a randomized, double-blind, placebo-controlled multicenter study and an additional open-label treatment phase","2014-11-01","English","Stig","male","male","Breast Cancer : Targets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"226","BP-C1 in the treatment of patients with stage IV breast cancer: a randomized, double-blind, placebo-controlled multicenter study and an additional open-label treatment phase","2014-11-01","English","Kritiya","unknown","unknown","Breast Cancer : Targets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"227","BP-C1 in the treatment of patients with stage IV breast cancer: a randomized, double-blind, placebo-controlled multicenter study and an additional open-label treatment phase","2014-11-01","English","Alexey","unknown","male","Breast Cancer : Targets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"228","BP-C1 in the treatment of patients with stage IV breast cancer: a randomized, double-blind, placebo-controlled multicenter study and an additional open-label treatment phase","2014-11-01","English","Ekaterina","female","female","Breast Cancer : Targets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","female"
"229","BP-C1 in the treatment of patients with stage IV breast cancer: a randomized, double-blind, placebo-controlled multicenter study and an additional open-label treatment phase","2014-11-01","English","Elena","female","female","Breast Cancer : Targets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","female"
"230","BP-C1 in the treatment of patients with stage IV breast cancer: a randomized, double-blind, placebo-controlled multicenter study and an additional open-label treatment phase","2014-11-01","English","Marina","female","female","Breast Cancer : Targets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","female"
"231","BP-C1 in the treatment of patients with stage IV breast cancer: a randomized, double-blind, placebo-controlled multicenter study and an additional open-label treatment phase","2014-11-01","English","Vichien","unknown","unknown","Breast Cancer : Targets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"232","BP-C1 in the treatment of patients with stage IV breast cancer: a randomized, double-blind, placebo-controlled multicenter study and an additional open-label treatment phase","2014-11-01","English","Steen","male","male","Breast Cancer : Targets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"233","Cytologic surveillance versus immediate colposcopy for women with a cervical smear diagnosis of low-grade squamous intraepithelial lesion in a poor setting in Nigeria","2014-11-01","English","LO","unknown","unknown","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"234","Cytologic surveillance versus immediate colposcopy for women with a cervical smear diagnosis of low-grade squamous intraepithelial lesion in a poor setting in Nigeria","2014-11-01","English","CO","unknown","unknown","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"235","Cytologic surveillance versus immediate colposcopy for women with a cervical smear diagnosis of low-grade squamous intraepithelial lesion in a poor setting in Nigeria","2014-11-01","English","HE","unknown","unknown","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"236","Cytologic surveillance versus immediate colposcopy for women with a cervical smear diagnosis of low-grade squamous intraepithelial lesion in a poor setting in Nigeria","2014-11-01","English","CA","unknown","unknown","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"237","Cytologic surveillance versus immediate colposcopy for women with a cervical smear diagnosis of low-grade squamous intraepithelial lesion in a poor setting in Nigeria","2014-11-01","English","OL","unknown","unknown","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"238","Cytologic surveillance versus immediate colposcopy for women with a cervical smear diagnosis of low-grade squamous intraepithelial lesion in a poor setting in Nigeria","2014-11-01","English","PO","male","unknown","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"239","Continuation of bevacizumab and addition of hormone therapy following weekly paclitaxel therapy in HER2-negative metastatic breast cancer","2014-11-01","English","misparsed","unknown","unknown","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"240","Continuation of bevacizumab and addition of hormone therapy following weekly paclitaxel therapy in HER2-negative metastatic breast cancer","2014-11-01","English","Virginia","female","female","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","female"
"241","Continuation of bevacizumab and addition of hormone therapy following weekly paclitaxel therapy in HER2-negative metastatic breast cancer","2014-11-01","English","Pilar","unknown","female","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","female"
"242","Continuation of bevacizumab and addition of hormone therapy following weekly paclitaxel therapy in HER2-negative metastatic breast cancer","2014-11-01","English","Beatriz","female","female","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","female"
"243","Continuation of bevacizumab and addition of hormone therapy following weekly paclitaxel therapy in HER2-negative metastatic breast cancer","2014-11-01","English","Alvaro","male","male","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"244","Continuation of bevacizumab and addition of hormone therapy following weekly paclitaxel therapy in HER2-negative metastatic breast cancer","2014-11-01","English","Patricia","female","female","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","female"
"245","Continuation of bevacizumab and addition of hormone therapy following weekly paclitaxel therapy in HER2-negative metastatic breast cancer","2014-11-01","English","Oliver","male","male","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"246","Continuation of bevacizumab and addition of hormone therapy following weekly paclitaxel therapy in HER2-negative metastatic breast cancer","2014-11-01","English","Marta","female","female","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","female"
"247","Continuation of bevacizumab and addition of hormone therapy following weekly paclitaxel therapy in HER2-negative metastatic breast cancer","2014-11-01","English","David","male","male","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"248","Continuation of bevacizumab and addition of hormone therapy following weekly paclitaxel therapy in HER2-negative metastatic breast cancer","2014-11-01","English","Enrique","male","male","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"249","A case report of a pregnancy-related death caused by primary antiphospholipid antibody syndrome","2014-11-01","English","Yingjian","unknown","unknown","International Medical Case Reports Journal","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"250","A case report of a pregnancy-related death caused by primary antiphospholipid antibody syndrome","2014-11-01","English","Manhua","unknown","unknown","International Medical Case Reports Journal","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"251","A case report of a pregnancy-related death caused by primary antiphospholipid antibody syndrome","2014-11-01","English","Wanan","unknown","female","International Medical Case Reports Journal","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"252","A case report of a pregnancy-related death caused by primary antiphospholipid antibody syndrome","2014-11-01","English","Weiling","unknown","female","International Medical Case Reports Journal","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"253","A case report of a pregnancy-related death caused by primary antiphospholipid antibody syndrome","2014-11-01","English","Na","unknown","female","International Medical Case Reports Journal","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","female"
"254","Enantiomer-selective pharmacokinetics, oral bioavailability, and sex effects of various alpha-lipoic acid dosage forms","2014-11-01","English","Robert","male","male","Clinical Pharmacology : Advances and Applications","Dove Press","['\n', 'Therapeutics. Pharmacology', 'RM1-950', 'Medicine', 'R']","male"
"255","Enantiomer-selective pharmacokinetics, oral bioavailability, and sex effects of various alpha-lipoic acid dosage forms","2014-11-01","English","Julius","male","male","Clinical Pharmacology : Advances and Applications","Dove Press","['\n', 'Therapeutics. Pharmacology', 'RM1-950', 'Medicine', 'R']","male"
"256","Enantiomer-selective pharmacokinetics, oral bioavailability, and sex effects of various alpha-lipoic acid dosage forms","2014-11-01","English","Peter","male","male","Clinical Pharmacology : Advances and Applications","Dove Press","['\n', 'Therapeutics. Pharmacology', 'RM1-950', 'Medicine', 'R']","male"
"257","Enantiomer-selective pharmacokinetics, oral bioavailability, and sex effects of various alpha-lipoic acid dosage forms","2014-11-01","English","Dan","male","male","Clinical Pharmacology : Advances and Applications","Dove Press","['\n', 'Therapeutics. Pharmacology', 'RM1-950', 'Medicine', 'R']","male"
"258","Accuracy of corneal trephination depth using the Moria single-use adjustable depth vacuum trephine system","2014-11-01","English","Carlton","male","male","Clinical Ophthalmology","Dove Press","['Ophthalmology', 'RE1-994', 'Medicine', 'R']","male"
"259","Accuracy of corneal trephination depth using the Moria single-use adjustable depth vacuum trephine system","2014-11-01","English","Adam","male","male","Clinical Ophthalmology","Dove Press","['Ophthalmology', 'RE1-994', 'Medicine', 'R']","male"
"260","Accuracy of corneal trephination depth using the Moria single-use adjustable depth vacuum trephine system","2014-11-01","English","trephination","unknown","unknown","Clinical Ophthalmology","Dove Press","['Ophthalmology', 'RE1-994', 'Medicine', 'R']","unknown"
"261","Scleral melt following Retisert intravitreal fluocinolone implant","2014-11-01","English","Ilias","male","male","Drug Design","Dove Press","['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']","male"
"262","Scleral melt following Retisert intravitreal fluocinolone implant","2014-11-01","English","Chrysanthi","unknown","female","Drug Design","Dove Press","['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']","unknown"
"263","Scleral melt following Retisert intravitreal fluocinolone implant","2014-11-01","English","Dimitrios","male","male","Drug Design","Dove Press","['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']","male"
"264","Scleral melt following Retisert intravitreal fluocinolone implant","2014-11-01","English","Dimitrios","male","male","Drug Design","Dove Press","['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']","male"
"265","Scleral melt following Retisert intravitreal fluocinolone implant","2014-11-01","English","Petros","male","male","Drug Design","Dove Press","['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']","male"
"266","A novel diblock copolymer of (monomethoxy poly [ethylene glycol]-oleate) with a small hydrophobic fraction to make stable micelles/polymersomes for curcumin delivery to cancer cells","
","English","Vahid","male","male","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","male"
"267","A novel diblock copolymer of (monomethoxy poly [ethylene glycol]-oleate) with a small hydrophobic fraction to make stable micelles/polymersomes for curcumin delivery to cancer cells","
","English","Alireza","male","male","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","male"
"268","A novel diblock copolymer of (monomethoxy poly [ethylene glycol]-oleate) with a small hydrophobic fraction to make stable micelles/polymersomes for curcumin delivery to cancer cells","
","English","Mina","unknown","female","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","female"
"269","A novel diblock copolymer of (monomethoxy poly [ethylene glycol]-oleate) with a small hydrophobic fraction to make stable micelles/polymersomes for curcumin delivery to cancer cells","
","English","Yaghoub","unknown","male","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"270","A novel diblock copolymer of (monomethoxy poly [ethylene glycol]-oleate) with a small hydrophobic fraction to make stable micelles/polymersomes for curcumin delivery to cancer cells","
","English","Farhood","unknown","unknown","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"271","A novel diblock copolymer of (monomethoxy poly [ethylene glycol]-oleate) with a small hydrophobic fraction to make stable micelles/polymersomes for curcumin delivery to cancer cells","
","English","Majid","male","male","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","male"
"272","Injectable long-acting systems for&amp;nbsp;Radix Ophiopogonis polysaccharide based on&amp;nbsp;mono-PEGylation and in situ formation of&amp;nbsp;a&amp;nbsp;PLGA depot","2014-11-01","English","XiaoLi","unknown","female","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"273","Injectable long-acting systems for&amp;nbsp;Radix Ophiopogonis polysaccharide based on&amp;nbsp;mono-PEGylation and in situ formation of&amp;nbsp;a&amp;nbsp;PLGA depot","2014-11-01","English","Xiao","unknown","female","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","female"
"274","Injectable long-acting systems for&amp;nbsp;Radix Ophiopogonis polysaccharide based on&amp;nbsp;mono-PEGylation and in situ formation of&amp;nbsp;a&amp;nbsp;PLGA depot","2014-11-01","English","XiangWei","unknown","male","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"275","Injectable long-acting systems for&amp;nbsp;Radix Ophiopogonis polysaccharide based on&amp;nbsp;mono-PEGylation and in situ formation of&amp;nbsp;a&amp;nbsp;PLGA depot","2014-11-01","English","Yi","unknown","female","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","male"
"276","Injectable long-acting systems for&amp;nbsp;Radix Ophiopogonis polysaccharide based on&amp;nbsp;mono-PEGylation and in situ formation of&amp;nbsp;a&amp;nbsp;PLGA depot","2014-11-01","English","Lan","unknown","female","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","female"
"277","Adverse events in diabetic foot infections: a case control study comparing early versus delayed medical treatment after home remedies","2014-11-01","English","Shamir","unknown","male","Risk Management and Healthcare Policy","Dove Press","['Public aspects of medicine', 'RA1-1270', 'Medicine', 'R']","male"
"278","Adverse events in diabetic foot infections: a case control study comparing early versus delayed medical treatment after home remedies","2014-11-01","English","Patrick","male","male","Risk Management and Healthcare Policy","Dove Press","['Public aspects of medicine', 'RA1-1270', 'Medicine', 'R']","male"
"279","Adverse events in diabetic foot infections: a case control study comparing early versus delayed medical treatment after home remedies","2014-11-01","English","Shariful","unknown","unknown","Risk Management and Healthcare Policy","Dove Press","['Public aspects of medicine', 'RA1-1270', 'Medicine', 'R']","unknown"
"280","Adverse events in diabetic foot infections: a case control study comparing early versus delayed medical treatment after home remedies","2014-11-01","English","Steve","male","male","Risk Management and Healthcare Policy","Dove Press","['Public aspects of medicine', 'RA1-1270', 'Medicine', 'R']","male"
"281","Adverse events in diabetic foot infections: a case control study comparing early versus delayed medical treatment after home remedies","2014-11-01","English","Shivaa","unknown","male","Risk Management and Healthcare Policy","Dove Press","['Public aspects of medicine', 'RA1-1270', 'Medicine', 'R']","unknown"
"282","Adverse events in diabetic foot infections: a case control study comparing early versus delayed medical treatment after home remedies","2014-11-01","English","Vijay","male","male","Risk Management and Healthcare Policy","Dove Press","['Public aspects of medicine', 'RA1-1270', 'Medicine', 'R']","male"
"283","Surface characteristics of and in vitro behavior of osteoblast-like cells on titanium with nanotopography prepared by high-energy shot peening","2014-11-01","English","Zhennan","unknown","female","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"284","Surface characteristics of and in vitro behavior of osteoblast-like cells on titanium with nanotopography prepared by high-energy shot peening","2014-11-01","English","Baodi","unknown","unknown","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"285","Surface characteristics of and in vitro behavior of osteoblast-like cells on titanium with nanotopography prepared by high-energy shot peening","2014-11-01","English","Xiaoguang","unknown","unknown","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"286","Surface characteristics of and in vitro behavior of osteoblast-like cells on titanium with nanotopography prepared by high-energy shot peening","2014-11-01","English","Xiaoguang","unknown","unknown","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"287","Surface characteristics of and in vitro behavior of osteoblast-like cells on titanium with nanotopography prepared by high-energy shot peening","2014-11-01","English","Jingyuan","unknown","unknown","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"288","Surface characteristics of and in vitro behavior of osteoblast-like cells on titanium with nanotopography prepared by high-energy shot peening","2014-11-01","English","Tieli","unknown","male","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"289","Surface characteristics of and in vitro behavior of osteoblast-like cells on titanium with nanotopography prepared by high-energy shot peening","2014-11-01","English","Dafeng","unknown","unknown","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"290","Surface characteristics of and in vitro behavior of osteoblast-like cells on titanium with nanotopography prepared by high-energy shot peening","2014-11-01","English","Haiyang","unknown","female","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"291","Surface characteristics of and in vitro behavior of osteoblast-like cells on titanium with nanotopography prepared by high-energy shot peening","2014-11-01","English","Xiaoguang","unknown","unknown","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"292","Surface characteristics of and in vitro behavior of osteoblast-like cells on titanium with nanotopography prepared by high-energy shot peening","2014-11-01","English","Jianfeng","unknown","male","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"293","Management of adult diabetic ketoacidosis","2014-11-01","English","Viktor","male","male","Diabetes","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","male"
"294","Lisdexamfetamine prodrug activation by peptidase-mediated hydrolysis in the cytosol of&amp;nbsp;red blood cells","2014-11-01","English","Johannah","female","female","Neuropsychiatric Disease and Treatment","Dove Press","['Neurosciences. Biological psychiatry. Neuropsychiatry', 'RC321-571', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","female"
"295","Lisdexamfetamine prodrug activation by peptidase-mediated hydrolysis in the cytosol of&amp;nbsp;red blood cells","2014-11-01","English","Michael","male","male","Neuropsychiatric Disease and Treatment","Dove Press","['Neurosciences. Biological psychiatry. Neuropsychiatry', 'RC321-571', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","male"
"296","Isolated posterior capsular rupture following blunt head trauma","2014-11-01","English","Ahmad","male","male","Clinical Ophthalmology","Dove Press","['Ophthalmology', 'RE1-994', 'Medicine', 'R']","male"
"297","Isolated posterior capsular rupture following blunt head trauma","2014-11-01","English","Mahmoud","male","male","Clinical Ophthalmology","Dove Press","['Ophthalmology', 'RE1-994', 'Medicine', 'R']","male"
"298","Isolated posterior capsular rupture following blunt head trauma","2014-11-01","English","Rola","female","female","Clinical Ophthalmology","Dove Press","['Ophthalmology', 'RE1-994', 'Medicine', 'R']","female"
"299","Isolated posterior capsular rupture following blunt head trauma","2014-11-01","English","Fadi","male","male","Clinical Ophthalmology","Dove Press","['Ophthalmology', 'RE1-994', 'Medicine', 'R']","male"
"300","Doxorubicin-conjugated bacteriophages carrying anti-MHC class I chain-related A for targeted cancer therapy in vitro","2014-11-01","English","Achara","unknown","female","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"301","Doxorubicin-conjugated bacteriophages carrying anti-MHC class I chain-related A for targeted cancer therapy in vitro","2014-11-01","English","Siriporn","unknown","female","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"302","Doxorubicin-conjugated bacteriophages carrying anti-MHC class I chain-related A for targeted cancer therapy in vitro","2014-11-01","English","Amonrat","unknown","female","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"303","Doxorubicin-conjugated bacteriophages carrying anti-MHC class I chain-related A for targeted cancer therapy in vitro","2014-11-01","English","Chanvit","unknown","unknown","OncoTargets and Therapy","Dove Press","['Neoplasms. Tumors. Oncology. Including cancer and carcinogens', 'RC254-282', 'Internal medicine', 'RC31-1245', 'Medicine', 'R']","unknown"
"304","CCL19 and CCL21 modulate the inflammatory milieu in atherosclerotic lesions","2014-11-01","English","Hamidreza","unknown","male","Drug Design","Dove Press","['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']","unknown"
"305","CCL19 and CCL21 modulate the inflammatory milieu in atherosclerotic lesions","2014-11-01","English","Christian","unknown","male","Drug Design","Dove Press","['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']","male"
"306","CCL19 and CCL21 modulate the inflammatory milieu in atherosclerotic lesions","2014-11-01","English","Stephanie","female","female","Drug Design","Dove Press","['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']","female"
"307","CCL19 and CCL21 modulate the inflammatory milieu in atherosclerotic lesions","2014-11-01","English","Andreas","male","male","Drug Design","Dove Press","['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']","male"
"308","CCL19 and CCL21 modulate the inflammatory milieu in atherosclerotic lesions","2014-11-01","English","Hamidreza","unknown","male","Drug Design","Dove Press","['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']","unknown"
"309","CCL19 and CCL21 modulate the inflammatory milieu in atherosclerotic lesions","2014-11-01","English","Susanne","female","female","Drug Design","Dove Press","['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']","female"
"310","CCL19 and CCL21 modulate the inflammatory milieu in atherosclerotic lesions","2014-11-01","English","Frederik","male","male","Drug Design","Dove Press","['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']","male"
"311","CCL19 and CCL21 modulate the inflammatory milieu in atherosclerotic lesions","2014-11-01","English","Felix","male","male","Drug Design","Dove Press","['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']","male"
"312","CCL19 and CCL21 modulate the inflammatory milieu in atherosclerotic lesions","2014-11-01","English","Hugo","male","male","Drug Design","Dove Press","['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']","male"
"313","CCL19 and CCL21 modulate the inflammatory milieu in atherosclerotic lesions","2014-11-01","English","Christian","unknown","male","Drug Design","Dove Press","['Medicine', 'R', 'Medicine (General)', 'R5-920', 'Therapeutics. Pharmacology', 'RM1-950']","male"
"314","Greater cardiomyocyte density on aligned compared with random carbon nanofibers in&amp;nbsp;polymer composites","2014-11-01","English","Abdullah","male","male","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","male"
"315","Greater cardiomyocyte density on aligned compared with random carbon nanofibers in&amp;nbsp;polymer composites","2014-11-01","English","Hadi","male","male","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","male"
